"fold","strategy","algorithm","ROC_AUC","PR_AUC","sensitivity","specificity","balanced_accuracy","PPV","NPV","F1","MCC","Brier","calibration_slope"
"Fold4.Rep04","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00326379350582245,24.7962151256277
"Fold4.Rep04","unweighted","Ranger",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.002988775,23.7091441691993
"Fold4.Rep04","unweighted","XGBoost",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.00474916503626251,73.152487531593
"Fold5.Rep04","unweighted","LASSO",1,1,0.993421052631579,1,0.996710526315789,1,0.9,0.996699669966997,0.945557479674515,0.00216494565156658,23.8162012910173
"Fold5.Rep04","unweighted","glmBoost",1,1,1,0.888888888888889,0.944444444444444,0.993464052287582,1,0.99672131147541,0.939722915326088,0.0106686598952111,95.2158013390172
"Fold5.Rep04","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.00231625191856453,17.4775814952558
"Fold5.Rep04","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.00144704533148776,13.7080812567342
"Fold1.Rep05","unweighted","LASSO",0.999269005847953,0.999956859206933,1,0.555555555555556,0.777777777777778,0.974358974358974,1,0.987012987012987,0.735738092877174,0.0146077667334412,4.07558218223876
"Fold1.Rep05","unweighted","glmBoost",0.999269005847953,0.999956859206933,1,0.555555555555556,0.777777777777778,0.974358974358974,1,0.987012987012987,0.735738092877174,0.0127398613066893,5.94485303947945
"Fold1.Rep05","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.00355296894409938,44.4858896166938
"Fold1.Rep05","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.0010121327453649,12.4806505388889
"Fold2.Rep05","unweighted","LASSO",0.998355263157895,0.999914280512879,1,0.625,0.8125,0.980645161290323,1,0.990228013029316,0.782881361258813,0.0119855049261339,2.76253674646525
"Fold2.Rep05","unweighted","glmBoost",0.999177631578947,0.999956859206933,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.010826814597975,3.40911966318899
"Fold2.Rep05","unweighted","Ranger",0.997532894736842,0.999870854960041,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.00939458720138889,1.91522902643359
"Fold2.Rep05","unweighted","XGBoost",0.997532894736842,0.999869719557262,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00784783494001362,1.53672983088515
"Fold3.Rep05","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.00444667615856289,20.0687000871781
"Fold3.Rep05","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00612252165599528,22.9967269659227
"Fold3.Rep05","unweighted","Ranger",1,1,1,1,1,1,1,1,1,0.00174852173913043,15.8155311971463
"Fold3.Rep05","unweighted","XGBoost",1,1,1,1,1,1,1,1,1,0.0028292765199172,14.2989672144795
"Fold4.Rep05","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.000471858778086208,11.9738467891245
"Fold4.Rep05","unweighted","glmBoost",1,1,1,1,1,1,1,1,1,0.00218763264136333,19.0794444218145
"Fold4.Rep05","unweighted","Ranger",1,1,0.993421052631579,1,0.996710526315789,1,0.888888888888889,0.996699669966997,0.939702578304707,0.00324097909027778,27.3480420459222
"Fold4.Rep05","unweighted","XGBoost",1,1,0.986842105263158,1,0.993421052631579,1,0.8,0.993377483443709,0.888523316638638,0.00835648943915578,579.727476221103
"Fold5.Rep05","unweighted","LASSO",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00280789356126507,38.72814889204
"Fold5.Rep05","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00475762892326739,51.184463200107
"Fold5.Rep05","unweighted","Ranger",0.998355263157895,0.999913433654095,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.006865075,1.83114132097042
"Fold5.Rep05","unweighted","XGBoost",0.998355263157895,0.999913433654095,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00816484110304884,6.47842082722085
"Fold1.Rep06","unweighted","LASSO",1,1,1,1,1,1,1,1,1,0.000455361878298858,11.0012704026361
