"Sample","C5orf32","GADD45A","MAFG","S100A8","MYL6","NSUN7"
"GSM1602935",-0.218356308543987,-0.261956275324863,-0.13306111537754,-0.314813784607879,0.358604838082912,0.287641684283149
"GSM1602936",0.852367428783921,0.950002538466529,0.394252035536704,0.972120445999759,0.909488446394996,0.19813092368135
"GSM1602937",-0.966527346500056,-0.521837379612667,-1.41032374415168,-0.272946060658622,-0.643992126220756,-1.49640754007833
"GSM1602938",0.3933038342601,0.867887708327176,-0.0325045960664348,0.393150479798138,-0.150355140620459,0.465875645296657
"GSM1602939",0.426871496062179,-0.592102932296157,-1.20506113883919,-0.408452581279479,-0.0801996755104429,-0.219895431187051
"GSM1602940",0.104422397927943,0.590342839112052,-0.339890129609491,0.41500927827153,-0.470235178298277,1.2726423041989
"GSM1602941",-0.386483040005097,-0.783568070118575,-1.6890827767104,-0.942815265560775,-1.88551637966979,0.0122892257280803
"GSM1602942",0.567926817976373,0.803803053746573,0.0463666054654676,0.857317535079384,0.356241320715508,1.71869476696426
"GSM1602943",-0.643713758722027,-0.870823392161459,-0.115958430132101,-0.0519674576532895,-0.792344273262097,0.242098607119805
"GSM1602944",-0.683423622066505,-1.27714525906016,-0.412106650302587,-0.642462380826081,-0.199619076426852,-1.52060971251906
"GSM1602945",-0.569344522652249,-0.199957410596196,-1.3082969554392,0.0529176881702228,-0.287115427893701,-0.786344144274318
"GSM1602946",1.06780204984891,0.423362211235552,2.04737409557753,1.19826226107132,1.57627761708145,-0.978688593320387
"GSM1602947",0.64892041053497,1.1009983303404,0.445438624509047,1.08121032756621,0.33527350411469,-0.374670462335745
"GSM1602948",-4.5062050168055,-2.5075322705654,-3.19548143258145,-1.50388437982704,-1.29871027355014,-1.81249593047325
"GSM1602949",-1.17251737806487,0.121770229568913,-0.482520041865921,0.152804420668302,-0.705858842566743,1.51847556448653
"GSM1602950",-1.226859967503,-1.13606973950973,-0.127776060734956,-0.928860054937233,-1.45317024746918,-0.348136976087325
"GSM1602951",1.01956366472923,1.25775917757919,0.644937406686312,0.87120064506514,0.420410266662715,1.00707807340987
"GSM1602952",-0.249539068643957,-1.25195109504257,-1.34839482135974,0.22370717225148,0.05203109069339,-0.640066711801418
"GSM1602953",0.16975555708971,0.538291428369355,0.20109437098001,0.250202150141801,0.0128404510264301,-0.91934038900686
"GSM1602954",-2.14215625909827,-2.49895241483542,-1.57050843658927,-2.99549256045663,-1.31192217988487,-1.32482753105185
"GSM1602955",-0.775825765936392,0.0465961971522214,-0.544348369403534,-0.549344511737912,-0.825880149265943,-0.873082342098443
"GSM1602956",-2.73270662706439,-2.58989526106258,-2.81056207863118,-3.369615390562,-2.26350921337273,-1.54145521483474
"GSM1602957",-2.82554868276401,-2.36756017148312,-1.99034516223448,-2.73469968477094,-1.54768959759497,-1.64781638265258
"GSM1602958",0.968844899879807,1.48630344933243,1.34250056645383,0.732098012417915,0.864638955891118,0.398293365857605
"GSM1602959",-0.85065922526968,-0.483214956330698,-0.416218097947801,0.00487293084176901,-0.106692180476475,-0.109359697296305
"GSM1602960",-2.49281808384234,-2.28702959607406,-2.7951613758269,-3.0251637701886,-2.89555045865207,-1.055774249668
"GSM1602961",-2.55893905858025,-2.6452462566087,-2.9437207830912,-3.67623311892243,-2.88622015316972,-0.581071966946999
"GSM1602962",-3.54509243275771,-2.22004720043112,-2.58646502264992,-3.93424742887972,-2.18510418279731,-1.77118511162459
"GSM1602963",-3.64693449710066,-2.67566921861825,-2.82498511986652,-3.31571144365771,-1.97331087657613,-1.80916185623163
"GSM1602964",-1.94733859469621,-2.35701740470062,-2.43656422852452,-3.01543699285344,-2.67178886594083,-1.50689573573535
"GSM1602965",-0.862155240516386,-1.0921630069901,-1.44605415492786,0.0955532240023065,-1.46095444058108,1.39579670524522
"GSM1602966",-2.17526293964631,-1.71839068455429,-1.26627464669865,-1.55357204651801,-1.16199702052051,-1.44290016799805
"GSM1602967",-1.4983248536847,-0.958769950976694,-1.69468009436671,-2.74597528498614,-2.9874080924012,-0.00349042977112306
"GSM1602968",0.36045856830826,0.36448384341036,0.700369266621241,0.671273830704062,0.886716658422951,-1.07023424466874
"GSM1602969",-3.13113891093579,-2.3434263971643,-2.33191668307797,-4.6507499987786,-3.87510447084341,-1.47795785082888
"GSM1602970",-0.250951803975535,0.106219634098328,-0.487901411231433,-0.74765194311182,-1.57620816421015,0.938079829916241
"GSM1602971",-0.835872400670476,-0.0647971513560293,-0.0164214924583355,-0.0438628400642257,-0.559561988403381,-0.984670157712878
"GSM1602972",-0.294089152711318,0.6028469897575,0.138197148091511,-0.285556445089232,0.171941627046637,0.389305028145476
"GSM1602973",-1.23746907371128,-0.901213108540068,-1.0733617322677,-1.36832589958012,-0.406598795063977,-1.38428517322589
"GSM1602974",0.653826671742491,0.350523793477419,-0.823959895333986,0.289230904346409,0.561299809743073,-0.645763562008786
"GSM1602975",0.510591456122288,0.577054595101064,0.389114274698924,0.415768550669692,0.560490926305075,0.401949098929829
"GSM1602976",1.3414857726477,1.28057663513611,1.21723135534296,0.632495327143584,1.33545348050064,0.125832251192675
"GSM1691861",1.34827692167317,1.39806604470532,1.45008870418671,0.802380424644074,1.29276473592665,0.132527909343038
