mode,eigenvalue_nm2,variance_fraction,variance_percent,cumulative_variance_percent
276,0.000274265,1.6565981973806212e-05,0.0016565981973806,99.8560405212374
277,0.000272904,1.6483775708091115e-05,0.0016483775708091,99.8576888988082
278,0.000267816,1.6176453533250268e-05,0.001617645353325,99.85930654416153
279,0.000263693,1.5927418681271332e-05,0.0015927418681271,99.86089928602966
280,0.000263192,1.5897157594479808e-05,0.0015897157594479,99.8624890017891
281,0.000259387,1.5667330378428422e-05,0.0015667330378428,99.86405573482692
282,0.000256441,1.548938793992977e-05,0.0015489387939929,99.86560467362094
283,0.000253095,1.5287284953094576e-05,0.0015287284953094,99.86713340211624
284,0.000249604,1.5076423767487378e-05,0.0015076423767487,99.868641044493
285,0.000247502,1.4949460085978834e-05,0.0014949460085978,99.8701359905016
286,0.000243319,1.4696801151749418e-05,0.0014696801151749,99.87160567061676
287,0.000242254,1.4632473691803364e-05,0.0014632473691803,99.87306891798596
288,0.000239079,1.444069933938204e-05,0.0014440699339382,99.8745129879199
289,0.000236742,1.4299541335725776e-05,0.0014299541335725,99.87594294205348
290,0.000234558,1.4167624741808242e-05,0.0014167624741808,99.87735970452763
291,0.000231911,1.4007742313191155e-05,0.0014007742313191,99.87876047875896
292,0.000228661,1.381143785795673e-05,0.0013811437857956,99.88014162254476
293,0.000225536,1.3622683574077472e-05,0.0013622683574077,99.88150389090217
294,0.000222543,1.3441902271149276e-05,0.0013441902271149,99.88284808112928
295,0.000221399,1.3372803102906756e-05,0.0013372803102906,99.88418536143956
296,0.000218538,1.319999478092962e-05,0.0013199994780929,99.88550536091766
297,0.000216348,1.3067715778787036e-05,0.0013067715778787,99.88681213249554
298,0.000213809,1.2914356698220818e-05,0.001291435669822,99.88810356816536
299,0.000211267,1.2760816413542077e-05,0.0012760816413542,99.88937964980671
300,0.000209455,1.2651369129577526e-05,0.0012651369129577,99.89064478671968
301,0.000207999,1.2563424733632505e-05,0.0012563424733632,99.89190112919304
302,0.000205557,1.2415924586037896e-05,0.0012415924586037,99.89314272165164
303,0.000202429,1.2226989098046117e-05,0.0012226989098046,99.89436542056144
304,0.000201212,1.2153480629732178e-05,0.0012153480629732,99.89558076862444
305,0.000198792,1.200730931229608e-05,0.0012007309312296,99.89678149955566
306,0.000195748,1.1823447539454975e-05,0.0011823447539454,99.8979638443096
307,0.000193718,1.170083275664701e-05,0.0011700832756647,99.89913392758528
308,0.000189311,1.1434643915349126e-05,0.0011434643915349,99.9002773919768
309,0.000188954,1.141308062595876e-05,0.0011413080625958,99.9014187000394
310,0.000187284,1.1312210336653684e-05,0.0011312210336653,99.90254992107307
311,0.000185775,1.1221064668054069e-05,0.0011221064668054,99.90367202753988
312,0.000184447,1.114085164757674e-05,0.0011140851647576,99.90478611270464
313,0.000181425,1.0958318704894145e-05,0.0010958318704894,99.90588194457511
